method,semantics,task_count,seed,valid,runtime_compliant,official_semantics_compliant,official_plan_compliant,compliant,semantics_extension,source_snapshot_sha256,source_snapshot_role,relay_py_sha256,relay_validation_py_sha256,relay_search_py_sha256,relay_alns_py_sha256,runner_py_sha256,input_sha256,problem_sha256,budget_seconds,effective_search_time_limit_seconds,on_time_count,on_time_rate,late_count,total_lateness_min,distance_km,runtime_seconds,iterations,relay_count,direct_task_count,direct_event_equivalent,base_search_used,base_search_runtime_seconds,base_search_iterations,relay_search_disabled_reason,hub_count,handoff_service_min,solution_file,solution_sha256
relay-disabled,strict-touch,200,2026080500,True,True,True,True,True,False,004977b52e50fd35829ee60b2f5041b1ce429a70c3e465fcfe1a439318542e62,execution_source,4db53d716f6a50c618d88686e87a30cb3281765dd1f03535e20c43ffff2c58fe,da8ff78355d6ced6dcdedc607ec11ad48f4f818fcf8bbd77b3f65fa99f47ef5c,d48656de03653d27f1fdc9738b0d6be22e72ffce2e9b73054f5938700709d96f,1e980c9c0a4d431cff5e346f1417606ea47c6b9a9607acc13fa228bfa00de761,1d757257ee2b8b4feb7337f44bc1aea7b62e6da25397073680f2cd1e2bd599f4,386d3fbaa9009aeed947493782d657ed0b30b25d369c8187bfc9619fc7e31d25,6ab18af665022973fa45b0512d492dbac72f6eca6bbc0379e1ba602bcc94881e,12.0,11.0,97,0.485,103,4095.3809017345375,796.8462567478381,11.056953166029416,0,0,200,True,True,11.000899415987078,58,strict_touch_saturated,1,0.5,run_solutions/relay-disabled__strict-touch__seed_2026080500.json,1272214f6230aeb3db9d3a6ed7a3f78d6b29d5642572d01acdcbd257e280ca51
static-multihub,strict-touch,200,2026080500,True,True,True,True,True,False,004977b52e50fd35829ee60b2f5041b1ce429a70c3e465fcfe1a439318542e62,execution_source,4db53d716f6a50c618d88686e87a30cb3281765dd1f03535e20c43ffff2c58fe,da8ff78355d6ced6dcdedc607ec11ad48f4f818fcf8bbd77b3f65fa99f47ef5c,d48656de03653d27f1fdc9738b0d6be22e72ffce2e9b73054f5938700709d96f,1e980c9c0a4d431cff5e346f1417606ea47c6b9a9607acc13fa228bfa00de761,1d757257ee2b8b4feb7337f44bc1aea7b62e6da25397073680f2cd1e2bd599f4,386d3fbaa9009aeed947493782d657ed0b30b25d369c8187bfc9619fc7e31d25,6ab18af665022973fa45b0512d492dbac72f6eca6bbc0379e1ba602bcc94881e,12.0,11.0,98,0.49,102,4169.21857135512,785.263781052154,11.061525249970146,0,0,200,True,True,11.000889541988727,60,strict_touch_saturated,4,0.5,run_solutions/static-multihub__strict-touch__seed_2026080500.json,17f2725037a0d578035b69ba8f56e95f2b5e23ad05b9c280427b6fc8b2c32c31
