scenario,method,runs,mean_late_count,mean_total_lateness_min,mean_distance_km,mean_runtime_seconds,mean_iterations,best_seed,best_late_count,best_total_lateness_min,best_distance_km
equal_iterations,baseline,1,105.0,4230.116735433213,765.3857544430806,4.418754041020293,5.0,2026080500,105,4230.116735433213,765.3857544430806
equal_iterations,experiment1,1,105.0,4230.116735433213,765.3857544430806,4.379796498978976,5.0,2026080500,105,4230.116735433213,765.3857544430806
