scenario,method,label,seed,run_order,valid,late_count,total_lateness_min,distance_km,runtime_seconds,search_runtime_seconds,iterations,enable_late_risk_destroy,solution_file,routes_sha256
equal_iterations,baseline,A2,2026080500,1,True,105,4230.116735433213,765.3857544430806,4.418754041020293,0.4846665000077337,5,False,run_solutions/equal_iterations__baseline__seed_2026080500.json,1daaa2c9cc048f37ca94c228d110c4b9124a1e96a7cd1ca7d070d80a11b42109
equal_iterations,experiment1,A2 + late_risk_destroy,2026080500,2,True,105,4230.116735433213,765.3857544430806,4.379796498978976,0.4457089579664171,5,True,run_solutions/equal_iterations__experiment1__seed_2026080500.json,1daaa2c9cc048f37ca94c228d110c4b9124a1e96a7cd1ca7d070d80a11b42109
