construction_seconds,cross_uav_handoff_count,distance_km,global_evaluation_count,iterations,iterations_per_second,late_count,relay_count,relay_share,relay_task_count,runtime_seconds,same_uav_relay_count,seed,total_lateness_min,total_relay_waiting_time,total_wall_seconds,valid,variant
14.065205200000491,0,783.8451616219445,0,36,2.582851527491876,102,0,0.0,0,13.938083400000323,0,2026080500,3806.7743750698514,0.0,28.003288600000815,True,direct
16.43114179999975,0,775.7731679286865,64,3,0.2591159540612467,108,3,0.0,0,11.577828199999203,0,2026080500,4464.183540734935,0,28.008969999998953,True,relay
