construction_seconds,cross_uav_handoff_count,distance_km,global_evaluation_count,iterations,iterations_per_second,late_count,relay_count,relay_share,relay_task_count,runtime_seconds,same_uav_relay_count,seed,total_lateness_min,total_relay_waiting_time,total_wall_seconds,valid,variant
13.338538299998618,0,691.1506490830262,0,592,2.635039441964705,80,0,0.0,0,224.6645688000026,0,2026080500,2715.4733064953734,0.0,238.00310710000122,True,direct
15.247160999999323,1,739.6365928600381,19216,454,2.038086126657436,87,2,0.005,1,222.75800519999757,0,2026080500,3325.9696015037953,0,238.0051661999969,True,relay
13.481564300000173,2,718.0503688361233,20442,479,2.133424613145057,79,2,0.01,2,224.52164330000232,0,2026080501,2874.8821425222136,0,238.0032076000025,True,relay
13.005675299998984,0,711.1700092817863,0,590,2.620396001865185,73,0,0.0,0,225.1568081999976,0,2026080501,2739.7159768676784,0.0,238.1624834999966,True,direct
13.075661800001399,0,705.2692845988445,0,579,2.574163143996653,79,0,0.0,0,224.92746869999974,0,2026080502,2756.2255601402317,0.0,238.00313050000113,True,direct
13.986938400001236,1,680.19766117638,19940,467,2.0846593472378507,80,2,0.005,1,224.017415899998,0,2026080502,2760.451047353371,0,238.00435429999925,True,relay
