best_distance_km,best_late_count,best_seed,best_total_lateness_min,compliant_rate,max_final_rejected_count,max_peak_rejected_count,mean_distance_km,mean_iterations,mean_late_count,mean_peak_rejected_count,mean_runtime_seconds,mean_total_lateness_min,method,runs,scenario,valid_rate
669.5853170118361,72,2026080501,2815.8759168406614,1.0,0,20,667.0079527559011,1519.3333333333333,73.0,20.0,238.0012917216518,2783.8655718787863,experiment5,3,equal_wall_clock_240s,1.0
