instance_id,task_count,instance_seed,solver_seed,drone_count,method_id,method_label,variant_description,initial_routes_sha256,late_count,late_rate,total_lateness_min,lateness_per_task_min,distance_km,distance_per_task_km,construction_seconds,search_seconds,total_runtime_seconds,iterations,valid
virtual_n60_seed2026082604,60,2026082604,2026082604,4,no_time_awareness,去除时间感知,关闭截止期风险引导，并移除deadline_related、late_critical、deadline和slack算子,56404bdacb179065167cbc148c4950e3aa333c6d1c1eb741aaf362a6d3908f01,4,0.06666666666666667,234.86157306370256,3.9143595510617093,599.6684951016233,9.994474918360389,0.03420250001363456,1.1787108751013875,1.212913375115022,1000,True
virtual_n60_seed2026082604,60,2026082604,2026082604,4,no_capacity_conflict,去除容量冲突破坏,移除capacity_conflict破坏算子，其余设置不变,56404bdacb179065167cbc148c4950e3aa333c6d1c1eb741aaf362a6d3908f01,4,0.06666666666666667,287.15747118344814,4.785957853057469,621.0916622110557,10.351527703517595,0.03420250001363456,1.0757092500571162,1.1099117500707507,1000,True
virtual_n60_seed2026082604,60,2026082604,2026082604,4,no_assignment_destroy,去除任务重分配破坏,移除assignment_destroy破坏算子，其余设置不变,56404bdacb179065167cbc148c4950e3aa333c6d1c1eb741aaf362a6d3908f01,5,0.08333333333333333,271.4344839601224,4.52390806600204,614.3706488779146,10.23951081463191,0.03420250001363456,1.0697777080349624,1.103980208048597,1000,True
virtual_n60_seed2026082604,60,2026082604,2026082604,4,uniform_operator_weights,关闭自适应权重,保留14个算子，但整个搜索期间保持均匀选择权重,56404bdacb179065167cbc148c4950e3aa333c6d1c1eb741aaf362a6d3908f01,7,0.11666666666666667,398.1973900482137,6.636623167470229,630.3537936160169,10.50589656026695,0.03420250001363456,1.148710791952908,1.1829132919665426,1000,True
virtual_n60_seed2026082605,60,2026082605,,4,nearest_adjacent,最近邻成对贪心,,,28,0.4666666666666667,2217.7252013877546,36.96208668979591,935.7680943101865,15.596134905169775,0.0,0.010934708174318075,0.010934708174318075,0,True
virtual_n60_seed2026082605,60,2026082605,,4,edd_adjacent,最早截止期成对贪心,,,42,0.7,3272.838332004864,54.547305533414395,1110.5082207970154,18.508470346616924,0.0,0.0012252498418092728,0.0012252498418092728,0,True
virtual_n60_seed2026082605,60,2026082605,,4,greedy_full_position,全位置词典序贪心,,,17,0.2833333333333333,698.1271752307289,11.635452920512147,760.3546285154297,12.672577141923828,0.0,0.006260541966184974,0.006260541966184974,0,True
virtual_n60_seed2026082605,60,2026082605,2026082605,4,full_alns,完整C2-Lex-ALNS,14个算子、截止期风险引导和自适应权重全部开启,2e91831e2bf90f20f1284911b7ce1592344cc58018be727b4a95b0cf4600cd02,7,0.11666666666666667,376.8021255883699,6.280035426472832,652.4961055220556,10.87493509203426,0.05095787509344518,1.03920929110609,1.0901671661995351,1000,True
virtual_n60_seed2026082605,60,2026082605,2026082605,4,no_time_awareness,去除时间感知,关闭截止期风险引导，并移除deadline_related、late_critical、deadline和slack算子,2e91831e2bf90f20f1284911b7ce1592344cc58018be727b4a95b0cf4600cd02,6,0.1,391.5987928396868,6.526646547328113,672.835313342365,11.213921889039417,0.05095787509344518,1.2330470408778638,1.284004915971309,1000,True
virtual_n60_seed2026082605,60,2026082605,2026082605,4,no_capacity_conflict,去除容量冲突破坏,移除capacity_conflict破坏算子，其余设置不变,2e91831e2bf90f20f1284911b7ce1592344cc58018be727b4a95b0cf4600cd02,6,0.1,370.46900764148927,6.174483460691488,662.4948906296794,11.041581510494657,0.05095787509344518,1.1047471249476075,1.1557050000410527,1000,True
virtual_n60_seed2026082605,60,2026082605,2026082605,4,no_assignment_destroy,去除任务重分配破坏,移除assignment_destroy破坏算子，其余设置不变,2e91831e2bf90f20f1284911b7ce1592344cc58018be727b4a95b0cf4600cd02,8,0.13333333333333333,331.47594418502564,5.524599069750427,611.8698063533647,10.19783010588941,0.05095787509344518,1.1420639590360224,1.1930218341294676,1000,True
virtual_n60_seed2026082605,60,2026082605,2026082605,4,uniform_operator_weights,关闭自适应权重,保留14个算子，但整个搜索期间保持均匀选择权重,2e91831e2bf90f20f1284911b7ce1592344cc58018be727b4a95b0cf4600cd02,5,0.08333333333333333,235.1392765346287,3.9189879422438114,637.5668694540656,10.626114490901093,0.05095787509344518,1.0818339590914547,1.1327918341849,1000,True
virtual_n90_seed2026082601,90,2026082601,,6,nearest_adjacent,最近邻成对贪心,,,34,0.37777777777777777,3847.8560886445753,42.75395654049528,1325.9465637175476,14.73273959686164,0.0,0.030995334032922983,0.030995334032922983,0,True
virtual_n90_seed2026082601,90,2026082601,,6,edd_adjacent,最早截止期成对贪心,,,68,0.7555555555555555,4524.477228176922,50.2719692019658,1707.551276026727,18.97279195585252,0.0,0.002555707935243845,0.002555707935243845,0,True
virtual_n90_seed2026082601,90,2026082601,,6,greedy_full_position,全位置词典序贪心,,,11,0.12222222222222222,416.53984062395676,4.628220451377297,1010.3748824896131,11.226387583217925,0.0,0.009904874954372644,0.009904874954372644,0,True
virtual_n90_seed2026082601,90,2026082601,2026082601,6,full_alns,完整C2-Lex-ALNS,14个算子、截止期风险引导和自适应权重全部开启,bd85d57210e89117088b1eb022d16e171c6e9dbf8c77659511007baec0d54bd0,7,0.07777777777777778,336.64138971445846,3.7404598857162052,906.9316307678339,10.077018119642599,0.08166841696947813,2.0639123329892755,2.1455807499587536,1000,True
virtual_n90_seed2026082601,90,2026082601,2026082601,6,no_time_awareness,去除时间感知,关闭截止期风险引导，并移除deadline_related、late_critical、deadline和slack算子,bd85d57210e89117088b1eb022d16e171c6e9dbf8c77659511007baec0d54bd0,3,0.03333333333333333,193.54681297003629,2.1505201441115145,875.0225040325811,9.722472267028678,0.08166841696947813,2.0535855828784406,2.1352539998479187,1000,True
virtual_n90_seed2026082601,90,2026082601,2026082601,6,no_capacity_conflict,去除容量冲突破坏,移除capacity_conflict破坏算子，其余设置不变,bd85d57210e89117088b1eb022d16e171c6e9dbf8c77659511007baec0d54bd0,3,0.03333333333333333,162.63156939822466,1.8070174377580517,905.2887002300689,10.058763335889655,0.08166841696947813,2.079279834171757,2.1609482511412352,1000,True
virtual_n90_seed2026082601,90,2026082601,2026082601,6,no_assignment_destroy,去除任务重分配破坏,移除assignment_destroy破坏算子，其余设置不变,bd85d57210e89117088b1eb022d16e171c6e9dbf8c77659511007baec0d54bd0,4,0.044444444444444446,372.0467848358587,4.133853164842875,890.8499376800083,9.898332640888981,0.08166841696947813,2.1179084579925984,2.1995768749620765,1000,True
virtual_n90_seed2026082601,90,2026082601,2026082601,6,uniform_operator_weights,关闭自适应权重,保留14个算子，但整个搜索期间保持均匀选择权重,bd85d57210e89117088b1eb022d16e171c6e9dbf8c77659511007baec0d54bd0,4,0.044444444444444446,335.9579859279821,3.7328665103109127,910.714803351074,10.119053370567489,0.08166841696947813,2.1044153331313282,2.1860837501008064,1000,True
virtual_n90_seed2026082602,90,2026082602,,6,nearest_adjacent,最近邻成对贪心,,,43,0.4777777777777778,4676.215564472523,51.95795071636136,1522.0548686009588,16.911720762232875,0.0,0.031854999950155616,0.031854999950155616,0,True
virtual_n90_seed2026082602,90,2026082602,,6,edd_adjacent,最早截止期成对贪心,,,67,0.7444444444444445,5990.61362677486,66.56237363083177,1830.6109883485253,20.340122092761394,0.0,0.0029458750505000353,0.0029458750505000353,0,True
virtual_n90_seed2026082602,90,2026082602,,6,greedy_full_position,全位置词典序贪心,,,22,0.24444444444444444,1183.1298138886727,13.145886820985252,1146.3814023781956,12.737571137535507,0.0,0.011433582985773683,0.011433582985773683,0,True
virtual_n90_seed2026082602,90,2026082602,2026082602,6,full_alns,完整C2-Lex-ALNS,14个算子、截止期风险引导和自适应权重全部开启,2c6dfff061b094b39356c3645e6ccf4905e832ea4800e84765a84be068ba8dc9,12,0.13333333333333333,664.1078949654024,7.378976610726693,984.2336251019191,10.9359291677991,0.07785470806993544,2.1148563330061734,2.192711041076109,1000,True
virtual_n90_seed2026082602,90,2026082602,2026082602,6,no_time_awareness,去除时间感知,关闭截止期风险引导，并移除deadline_related、late_critical、deadline和slack算子,2c6dfff061b094b39356c3645e6ccf4905e832ea4800e84765a84be068ba8dc9,9,0.1,562.3092622055804,6.247880691173115,962.2958114552486,10.692175682836096,0.07785470806993544,2.089951792033389,2.1678065001033247,1000,True
virtual_n90_seed2026082602,90,2026082602,2026082602,6,no_capacity_conflict,去除容量冲突破坏,移除capacity_conflict破坏算子，其余设置不变,2c6dfff061b094b39356c3645e6ccf4905e832ea4800e84765a84be068ba8dc9,12,0.13333333333333333,626.4394547028035,6.960438385586705,950.7674927585157,10.564083252872397,0.07785470806993544,2.0272252089343965,2.105079917004332,1000,True
virtual_n90_seed2026082602,90,2026082602,2026082602,6,no_assignment_destroy,去除任务重分配破坏,移除assignment_destroy破坏算子，其余设置不变,2c6dfff061b094b39356c3645e6ccf4905e832ea4800e84765a84be068ba8dc9,10,0.1111111111111111,635.3005941763771,7.058895490848634,969.3693772081832,10.770770857868703,0.07785470806993544,2.1728615830652416,2.250716291135177,1000,True
virtual_n90_seed2026082602,90,2026082602,2026082602,6,uniform_operator_weights,关闭自适应权重,保留14个算子，但整个搜索期间保持均匀选择权重,2c6dfff061b094b39356c3645e6ccf4905e832ea4800e84765a84be068ba8dc9,10,0.1111111111111111,605.9019722889166,6.7322441365435175,930.5079142820649,10.338976825356276,0.07785470806993544,2.1211802910547704,2.199034999124706,1000,True
