scenario,method,label,seed,run_order,valid,compliant,budget_seconds,effective_search_time_limit_seconds,late_count,total_lateness_min,distance_km,runtime_seconds,search_runtime_seconds,initial_construction_seconds,iterations,enable_late_risk_destroy,enable_rejection_pool,rejection_attempts,rejection_events,reinserted_task_count,peak_rejected_count,final_rejected_count,enable_soft_deadline,soft_deadline_beta,internal_search_score_enabled,risk_aware_insertion_enabled,risk_aware_lateness_lambda,solution_file,solution_sha256,routes_sha256
equal_wall_clock_10s,baseline,A2,2026080500,1,True,True,10.0,4.136473708029371,104,4039.6390198162294,781.9247490451677,9.00139870896237,4.1378724169917405,4.863526291970629,30,False,False,0,0,0,0,0,False,0.2,False,False,1.0,run_solutions/equal_wall_clock_10s__baseline__seed_2026080500.json,507c4a920f883f674877216b0fbb89079ab5bc4e7cd4c71c5a5be12185314b85,6736ca1dd0c52f9e087e427c2b494cf85e9298f9c1383ac4db30ffc1d766c58b
equal_wall_clock_10s,experiment1,A2 + late_risk_destroy,2026080500,2,True,True,10.0,4.136473708029371,104,4105.426912778278,760.73599397894,9.000805249961559,4.1372789579909295,4.863526291970629,31,True,False,0,0,0,0,0,False,0.2,False,False,1.0,run_solutions/equal_wall_clock_10s__experiment1__seed_2026080500.json,87a539ded22c3aca015db0b378ded06457ddea8167ea43207f0974aa957ad570,a5eab1ac32e46390a6614fed02cd8aaefadf4306b1092002b545232665e895a3
equal_wall_clock_10s,experiment2,A2 + rejection_pool,2026080500,3,True,True,10.0,4.136473708029371,102,3900.3392916121206,753.6969663566831,9.00100166699849,4.1374753750278614,4.863526291970629,28,False,True,426,426,409,20,0,False,0.2,False,False,1.0,run_solutions/equal_wall_clock_10s__experiment2__seed_2026080500.json,fcfed00e67481784a39bdc9fd8c5f75159e7a99759f4db4bdd8e12cd6cfaa4d0,d4191376950b6720a22b2a0479a60dcfa443fa79f1f3ff7d8e468d3481e126aa
equal_wall_clock_10s,experiment3,A2 + soft_deadline,2026080500,4,True,True,10.0,4.136473708029371,105,4333.16945284083,776.4092800544868,9.000706457998604,4.137180166027974,4.863526291970629,20,False,False,0,0,0,0,0,True,0.2,True,True,1.0,run_solutions/equal_wall_clock_10s__experiment3__seed_2026080500.json,6d69c9b49be1070412dace36bba3f88d157f8c490fa999a54f26130cbda77be6,7b5e1e2863c4a530e4d1d44d0ad778fb673d6d9715b14870ec58c413a4b9452c
equal_wall_clock_10s,experiment4,A2 + late_risk_destroy + rejection_pool + soft_deadline,2026080500,5,True,True,10.0,4.136473708029371,102,4194.859303617567,779.569131093854,9.001286791986786,4.137760500016157,4.863526291970629,24,True,True,336,336,318,19,0,True,0.2,True,True,1.0,run_solutions/equal_wall_clock_10s__experiment4__seed_2026080500.json,c32235e8234c6d0fd1cf28558514e03227f49091529d7dddeb959eb31b26efce,55e0e06d43c3546eb2423a5548290274c19b69dcfb1c36bb5980daec9cc94ca7
