best_distance_km,best_late_count,best_seed,best_solution_file,best_total_lateness_min,compliant_rate,max_distance_km,max_iterations,max_late_count,max_runtime_seconds,max_total_lateness_min,mean_distance_km,mean_iterations,mean_late_count,mean_runtime_seconds,mean_total_lateness_min,median_distance_km,median_iterations,median_late_count,median_runtime_seconds,median_total_lateness_min,min_distance_km,min_iterations,min_late_count,min_runtime_seconds,min_total_lateness_min,runs,valid_rate,variant,variant_label
640.383094172405,68,2026080502,run_solutions/equal_wall_clock_240s__a2__seed_2026080502.json,2290.5770179809215,1.0,650.2510444477645,1935.0,71.0,238.00079924898455,2413.8830756410025,640.148746110347,1875.6666666666667,69.33333333333333,238.00056256901007,2317.71228088605,640.383094172405,1863.0,69.0,238.00054616603302,2290.5770179809215,629.8120997108717,1829.0,68.0,238.00034229201265,2248.676749036226,3,1.0,a2,Current best A2 configuration
640.2259817523477,69,2026080500,run_solutions/equal_wall_clock_240s__capacity_halns__seed_2026080500.json,2299.505133575563,1.0,660.4849808485103,1592.0,72.0,238.00326091604074,2346.709342308882,646.8737026348713,1523.0,71.0,238.00141693001692,2328.34904315715,640.2259817523477,1557.0,72.0,238.00064395798836,2338.8326535870056,639.9101453037558,1420.0,69.0,238.00034591602162,2299.505133575563,3,1.0,capacity_halns,Capacity-aware HALNS
