construction_seconds,cross_uav_handoff_count,distance_km,drone_homes,global_evaluation_count,initial_routes_sha256,initial_score,iterations,iterations_per_second,late_count,relay,relay_count,relay_direct_warmup_fraction,relay_search_runtime_seconds,relay_share,relay_task_count,relay_warmup_runtime_seconds,relay_warmup_score,runtime_seconds,same_uav_relay_count,scenario,scenario_label,seed,solution_sha256,staged_relay,total_lateness_min,total_relay_waiting_time,total_wall_seconds,valid
1.9053065000043716,0,631.7351110041901,origin,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",6861,29.060294832130488,65,False,0,0.0,0.0,0.0,0,0.0,[],236.095333499994,0,pure_direct,纯 Direct（原点起点，无中继）,2026080500,102def729f3f90444dea8936558a2b815f78386d382228075cd9d65bae8e14ed,False,2121.106986418821,0.0,238.00063999999838,True
1.845995600000606,35,667.4851156670791,origin,130985,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[107, 4430.337797994095, 784.5045606176261]",1926,8.155594916129566,80,True,7,0.0,0.0,0.205,41,0.0,[],236.15689840000414,6,pure_relay,纯 Relay（原点起点，warmup=0）,2026080500,0d266b7bd4e17ca4f7b16376733478a6c7889afe8309ebedb96a00036f877304,False,2516.9242170604184,2.9940766224822113,238.00289400000474,True
1.8422966000071028,6,632.1857648895573,origin,26193,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",5672,24.017260581883605,65,True,7,0.8,47.23479849999421,0.035,7,188.9286882000015,"[65, 2121.56868353157, 634.0116128255695]",236.1634866999957,1,direct_relay,Direct + Relay（原点起点，80/20 分阶段）,2026080500,ca8bf8dabf7332fea7c3b6348b555e5aa024e6838d6afd25f2087182a8b41882,True,2091.266861049426,1.1077631532114793,238.0057833000028,True
1.5428128000057768,0,616.7668422799782,stations,0,f6b636d02d4ef982ef9de119ba51e7297f0eee86396a523eebf072a9678c9645,"[104, 4197.031515801109, 726.7087248016992]",6799,28.753526522334585,61,False,0,0.0,0.0,0.0,0,0.0,[],236.4579522000131,0,direct_stations,Direct + 起点不同（预部署中继站）,2026080500,6e197046eff76dd2194f6ae91a52f56f9622fd4c3747988a1b31bb30ce7d7734,False,1965.1917063246624,0.0,238.00076500001887,True
1.5268267999927048,3,612.5097337617901,stations,25592,f6b636d02d4ef982ef9de119ba51e7297f0eee86396a523eebf072a9678c9645,"[104, 4197.031515801109, 726.7087248016992]",5630,23.80764804353655,61,True,7,0.8,47.29767020000145,0.015,3,189.18096009999863,"[61, 1973.4789386158739, 612.7157647984626]",236.47863030000008,0,direct_relay_stations,Direct + Relay + 起点不同（预部署 + 80/20）,2026080500,4a06ee64bf36e21a0410e1f71f21abe20c32659d3f6438f0f2af9a2d118e3d78,True,1970.4291185147606,0,238.00545709999278,True
