construction_seconds,cross_uav_handoff_count,deadhead_km,deadhead_vs_origin_km,distance_km,drone_homes,global_evaluation_count,home_mismatch_count,initial_routes_sha256,initial_score,iterations,iterations_per_second,late_count,min_deadhead_lb_km,origin_min_deadhead_lb_km,relay,relay_count,relay_direct_warmup_fraction,relay_search_runtime_seconds,relay_share,relay_task_count,relay_warmup_runtime_seconds,relay_warmup_score,runtime_seconds,same_uav_relay_count,scenario,scenario_label,seed,solution_sha256,staged_relay,total_lateness_min,total_relay_waiting_time,total_wall_seconds,valid
1.9701473000022816,0,22.48393076135174,0.0,690.8678281618932,origin,0,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",650,24.970699093558707,77,13.975292483522482,13.975292483522482,False,0,0.0,0.0,0.0,0,0.0,[],26.03050870000152,0,pure_direct,纯 Direct（原点起点，无中继）,2026080500,975d3ca885671a642d0426500e81a49fe598f0999375c42fbf60b91c7e463e02,False,2747.374064539153,0.0,28.0006560000038,True
2.2624730999959866,32,23.67148114832724,0.0,777.9783797837047,origin,14438,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4349.6872186543, 782.9885691518417]",199,7.730750380079736,100,13.975292483522482,13.975292483522482,True,7,0.0,0.0,0.19,38,0.0,[],25.741356300000916,6,pure_relay,纯 Relay（原点起点，warmup=0）,2026080500,de5c32776a891fe0d1a5531cc6ac866788668248a311f748b2fe7915a0c39935,False,4100.838691326507,17.135551654926928,28.003829399996903,True
2.119052499998361,9,22.23225833932607,0.0,689.8323115701521,origin,3120,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",569,21.980981869069385,82,13.975292483522482,13.975292483522482,True,7,0.8,5.179222299993853,0.055,11,20.706791499993415,"[82, 2735.296336921312, 692.6374679357795]",25.886013799987268,2,direct_relay,Direct + Relay（原点起点，80/20 分阶段）,2026080500,070206421f1f6279270cfad73def35b74b183a22c64fe756d4a13700db752c38,True,2733.5745588948907,1.518027770706297,28.00506629998563,True
1.845808300000499,0,9.322997558530947,39.42025461238714,667.2070885815023,stations,0,168,efd3e4fe31ab3b0e9391904c7108bdc54303a9daa34375af5b16961214c879eb,"[102, 4100.64813095387, 750.9960321797228]",717,27.413584086238185,72,3.977393062935719,13.975292483522482,False,0,0.0,0.0,0.0,0,0.0,[],26.15491640000255,0,direct_stations,Direct + 起点不同（预部署中继站）,2026080500,134e5f8377fa669ae69a463368e1f2782c53bce21d9f0f2f0baf539fe5377ca3,False,2362.71922059567,0.0,28.000724700003047,True
1.7602902999933576,5,8.977995961918285,41.58275165176465,695.2532453052271,stations,3303,158,efd3e4fe31ab3b0e9391904c7108bdc54303a9daa34375af5b16961214c879eb,"[102, 4100.64813095387, 750.9960321797228]",578,22.02304398353815,77,3.977393062935719,13.975292483522482,True,7,0.8,5.250803599992651,0.04,8,20.994432999999844,"[77, 2748.488886506903, 710.2162006172648]",26.245236599992495,3,direct_relay_stations,Direct + Relay + 起点不同（预部署 + 80/20）,2026080500,7ab791bb4791de773e921628f2a04dcfd539098bb8dc330b5ed65b7905d7af5e,True,2720.225182910207,0.18600303863220802,28.005526899985853,True
