scenario,method,label,seed,run_order,valid,late_count,total_lateness_min,distance_km,runtime_seconds,search_runtime_seconds,iterations,enable_late_risk_destroy,enable_rejection_pool,rejection_attempts,rejection_events,reinserted_task_count,peak_rejected_count,final_rejected_count,solution_file,routes_sha256
equal_iterations,baseline,A2,2026080500,1,True,105,4230.116735433213,765.3857544430806,4.500854415935464,0.4764119159663096,5,False,False,0,0,0,0,0,run_solutions/equal_iterations__baseline__seed_2026080500.json,1daaa2c9cc048f37ca94c228d110c4b9124a1e96a7cd1ca7d070d80a11b42109
equal_iterations,experiment2,A2 + rejection_pool,2026080500,2,True,104,4487.186907663043,794.1423383460543,4.542566124990117,0.5181236250209622,5,False,True,71,71,71,17,0,run_solutions/equal_iterations__experiment2__seed_2026080500.json,b474d7aaca257c68b5d1b3ab5fd82049449a941b9327d223fc527740f1d747fa
