run_id,source_branch,snapshot_commit,source_file_sha256,experiment_family,experiment_stage,scenario,method,variant,label,seed,task_count,on_time_count,on_time_rate,distance_km,valid,compliant,is_new_experiment,experiment_role,source_file
23c82bc044212950,feature/capacity-aware-halns,42033730ef1a,38ce6cfbc6a62f0ab858f6a1b1b87735dedee31118622523bdd4d6f5a5aad97b,capacity_comparison,formal_240s,equal_wall_clock_240s,a2,a2,Current best A2 configuration,2026080501,200,131,0.655,629.8120997108717,True,True,False,existing,algorithm/results/capacity_halns/capacity_halns_runs.csv
2ad6301d853a4ec0,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A2 +risk,A2,A2 +risk,2026080501,200,131,0.655,634.746382593901,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
357f8b961da5402c,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment4,experiment4,A2 + late_risk_destroy + rejection_pool + soft_deadline,2026080500,200,123,0.615,681.2331929104638,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
3e938629059b17a4,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A1 +assignment,A1,A1 +assignment,2026080500,200,131,0.655,643.0907826474439,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
40b95766439fcddf,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A1 +assignment,A1,A1 +assignment,2026080501,200,128,0.64,663.4220349932358,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
418c47d9db014d73,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment3,experiment3,A2 + soft_deadline,2026080502,200,125,0.625,654.2152030948384,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
4d4d3270151c690c,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A6 +route_pool,A6,A6 +route_pool,2026080502,200,125,0.625,691.1922803741863,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
5c38b92a8367c0e7,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A0 baseline_core,A0,A0 baseline_core,2026080501,200,128,0.64,657.2447398622596,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
629a26089d1ae4a8,codex/alns-core-comparison,eb8e2d2fff15,d2e576702e5bb43436c8c1c4ae7e6dbfbcb085d3dd16296a2e8c396dfbac518f,core_comparison,formal_240s,equal_wall_clock_240s,C2-Lex-ALNS-Core,C2-Lex-ALNS-Core,C2-Lex-ALNS-Core,2026080502,200,133,0.665,631.4169426773058,True,True,False,existing,algorithm/results/alns_core_comparison/comparison_runs.csv
63b805f709d80e00,feature/capacity-aware-halns,42033730ef1a,38ce6cfbc6a62f0ab858f6a1b1b87735dedee31118622523bdd4d6f5a5aad97b,capacity_comparison,formal_240s,equal_wall_clock_240s,a2,a2,Current best A2 configuration,2026080502,200,132,0.66,640.383094172405,True,True,False,existing,algorithm/results/capacity_halns/capacity_halns_runs.csv
67ec2ba9bd65430a,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment3,experiment3,A2 + soft_deadline,2026080501,200,126,0.63,657.844966919913,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
6a634bc7fdeaaeb9,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A0 baseline_core,A0,A0 baseline_core,2026080500,200,128,0.64,654.5681480713895,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
6ea195e54b71f5ce,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A3 +VND,A3,A3 +VND,2026080500,200,127,0.635,656.1793169979478,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
6fb519ed26cfbbfa,feature/capacity-aware-halns,42033730ef1a,38ce6cfbc6a62f0ab858f6a1b1b87735dedee31118622523bdd4d6f5a5aad97b,capacity_comparison,formal_240s,equal_wall_clock_240s,capacity_halns,capacity_halns,Capacity-aware HALNS,2026080501,200,128,0.64,639.9101453037558,True,True,False,existing,algorithm/results/capacity_halns/capacity_halns_runs.csv
705b56ad479e629c,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A2 +risk,A2,A2 +risk,2026080502,200,130,0.65,646.8479415408107,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
76f1f42b94104af0,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A4 +cluster,A4,A4 +cluster,2026080500,200,124,0.62,644.0857518340965,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
7aa17df8bc7b039b,codex/alns-core-comparison,eb8e2d2fff15,d2e576702e5bb43436c8c1c4ae7e6dbfbcb085d3dd16296a2e8c396dfbac518f,core_comparison,formal_240s,equal_wall_clock_240s,C2-Lex-HALNS,C2-Lex-HALNS,C2-Lex-HALNS,2026080500,200,131,0.655,667.1195407552736,True,True,False,existing,algorithm/results/alns_core_comparison/comparison_runs.csv
7cfb756353a51eba,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment2,experiment2,A2 + rejection_pool,2026080501,200,127,0.635,679.2458214380507,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
95a9630630e1e544,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A4 +cluster,A4,A4 +cluster,2026080502,200,125,0.625,652.2390659016819,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
96969f78bcd83f3d,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A3 +VND,A3,A3 +VND,2026080501,200,129,0.645,630.9034388976368,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
a412e2058b3ad853,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment2,experiment2,A2 + rejection_pool,2026080500,200,125,0.625,663.6542197164863,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
aa040c71e18f3355,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A0 baseline_core,A0,A0 baseline_core,2026080502,200,133,0.665,631.0182722496367,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
b48c718696e39b2b,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment2,experiment2,A2 + rejection_pool,2026080502,200,126,0.63,664.5688308446945,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
b5a858ab8e132872,codex/alns-core-comparison,eb8e2d2fff15,d2e576702e5bb43436c8c1c4ae7e6dbfbcb085d3dd16296a2e8c396dfbac518f,core_comparison,formal_240s,equal_wall_clock_240s,C2-Lex-HALNS,C2-Lex-HALNS,C2-Lex-HALNS,2026080502,200,130,0.65,666.905082998721,True,True,False,existing,algorithm/results/alns_core_comparison/comparison_runs.csv
b5ebfd69f60af29f,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A3 +VND,A3,A3 +VND,2026080502,200,129,0.645,656.964601654656,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
b7af7cc6154501c5,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A5 +ejection,A5,A5 +ejection,2026080501,200,128,0.64,684.1768119120322,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
bcbb3db37daf5c1b,feature/capacity-aware-halns,42033730ef1a,38ce6cfbc6a62f0ab858f6a1b1b87735dedee31118622523bdd4d6f5a5aad97b,capacity_comparison,formal_240s,equal_wall_clock_240s,capacity_halns,capacity_halns,Capacity-aware HALNS,2026080500,200,131,0.655,640.2259817523477,True,True,False,existing,algorithm/results/capacity_halns/capacity_halns_runs.csv
c47ecd25402714e5,feature/capacity-aware-halns,42033730ef1a,38ce6cfbc6a62f0ab858f6a1b1b87735dedee31118622523bdd4d6f5a5aad97b,capacity_comparison,formal_240s,equal_wall_clock_240s,capacity_halns,capacity_halns,Capacity-aware HALNS,2026080502,200,128,0.64,660.4849808485103,True,True,False,existing,algorithm/results/capacity_halns/capacity_halns_runs.csv
c97ef1146460b6f9,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A1 +assignment,A1,A1 +assignment,2026080502,200,131,0.655,641.2088156491837,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
cb897b773ce61ff9,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment3,experiment3,A2 + soft_deadline,2026080500,200,126,0.63,648.9837188234713,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
cd79bf85422cb8ad,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment1,experiment1,A2 + late_risk_destroy,2026080500,200,130,0.65,644.7630642410791,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
cdc8ddaf3bf80950,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment1,experiment1,A2 + late_risk_destroy,2026080501,200,134,0.67,650.1774709144454,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
d4655fa75690d3ac,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,experiment1,experiment1,A2 + late_risk_destroy,2026080502,200,130,0.65,642.621062098395,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
d4c729d24c82deba,codex/stronger-uav-neighborhoods,7c380366f013,75b2d393cbca0de0ae06efbe6cb8aa2726c2101889246f540cf1d510b86f090d,neighborhood_ablation,formal_240s,equal_wall_clock_240s,A6 +route_pool,A6,A6 +route_pool,2026080501,200,125,0.625,671.1983026049104,True,True,False,existing,algorithm/results/neighborhood_ablation/ablation_runs.csv
d55c2141370bc93f,feature/capacity-aware-halns,42033730ef1a,38ce6cfbc6a62f0ab858f6a1b1b87735dedee31118622523bdd4d6f5a5aad97b,capacity_comparison,formal_240s,equal_wall_clock_240s,a2,a2,Current best A2 configuration,2026080500,200,129,0.645,650.2510444477645,True,True,False,existing,algorithm/results/capacity_halns/capacity_halns_runs.csv
d6b8c64184283a71,feature/adaptive-deadline-rejection-pool,d24a647ffb65,4736905c117dcf31fd1bb7d4710c98f12a8e87dd202bb26f555a75a59820ea20,adaptive_comparison,formal_240s,equal_wall_clock_240s,baseline,baseline,A2,2026080500,200,130,0.65,651.6127369580224,True,True,False,existing,results/adaptive_deadline_rejection/adaptive_runs.csv
