best_distance_km,best_late_count,best_seed,best_total_lateness_min,compliant_rate,max_final_rejected_count,max_peak_rejected_count,mean_distance_km,mean_iterations,mean_late_count,mean_peak_rejected_count,mean_runtime_seconds,mean_total_lateness_min,method,runs,scenario,valid_rate
633.5901042671111,69,2026080501,2260.4105568719747,1.0,0,0,645.7470335779643,1660.6666666666667,69.66666666666667,0.0,238.00082480531032,2328.4935616145535,baseline,3,equal_wall_clock_240s,1.0
650.1774709144454,66,2026080501,2264.497455224103,1.0,0,0,645.8538657513064,1891.0,68.66666666666667,0.0,238.00774480600376,2310.2799975729326,experiment1,3,equal_wall_clock_240s,1.0
679.2458214380507,73,2026080501,2554.1329967359848,1.0,0,20,669.1562906664104,1832.3333333333333,74.0,20.0,238.00077905566044,2503.372730363449,experiment2,3,equal_wall_clock_240s,1.0
648.9837188234713,74,2026080500,2366.7748360314536,1.0,0,0,653.6812962794075,1288.3333333333333,74.33333333333333,0.0,238.00122477766126,2412.5867338727,experiment3,3,equal_wall_clock_240s,1.0
666.9661871762019,75,2026080501,2619.534232611814,1.0,0,20,679.2019549826982,1188.3333333333333,76.33333333333333,20.0,238.0385110556575,2652.728772971562,experiment4,3,equal_wall_clock_240s,1.0
