id,seed,late_count,total_lateness_min,distance_km,runtime_seconds,iterations_per_second,iterations,time_to_best_seconds,best_update_count
destroy06,2026080500,67,2250.0212260326352,642.5586321288687,238.00285740000254,44.81458801174833,,219.69892470000195,364
destroy05,2026080500,68,2259.3621371671866,641.7703123071099,238.00073710001016,55.59226480227332,,236.93419320000976,393
combo,2026080500,67,2119.772094021649,634.9394321842016,238.00285330000042,53.196841232995325,,230.82404479999968,407
