best_distance_km,best_late_count,best_seed,best_total_lateness_min,compliant_rate,max_final_rejected_count,max_peak_rejected_count,mean_distance_km,mean_iterations,mean_late_count,mean_peak_rejected_count,mean_runtime_seconds,mean_total_lateness_min,method,runs,scenario,valid_rate
765.3857544430806,105,2026080500,4230.116735433213,1.0,0,0,765.3857544430806,5.0,105.0,0.0,4.82108583394438,4230.116735433213,baseline,1,equal_iterations,1.0
765.3857544430806,105,2026080500,4230.116735433213,1.0,0,0,765.3857544430806,5.0,105.0,0.0,4.790786000958178,4230.116735433213,experiment1,1,equal_iterations,1.0
794.1423383460543,104,2026080500,4487.186907663043,1.0,0,17,794.1423383460543,5.0,104.0,17.0,4.869117000955157,4487.186907663043,experiment2,1,equal_iterations,1.0
776.4092800544868,105,2026080500,4333.16945284083,1.0,0,0,776.4092800544868,5.0,105.0,0.0,5.1780537509475835,4333.16945284083,experiment3,1,equal_iterations,1.0
766.8504020191708,104,2026080500,4351.484549839937,1.0,0,14,766.8504020191708,5.0,104.0,14.0,5.040340917999856,4351.484549839937,experiment4,1,equal_iterations,1.0
