solution_label,task_id,deadline_min,direct_completion_min,latest_pickup_min,solution_pickup_min,solution_delivery_min,category
best_alns_400iter,52,28.0,13.042558736661379,24.95821283851048,11.489643062777454,14.75234595010716,on_time
best_alns_400iter,53,54.1,15.813113973466871,48.8909267192288,46.83706434907801,53.058656203602176,on_time
best_alns_400iter,54,32.9,12.12554226860832,30.260672551062285,27.454129425012148,32.5258704629636,on_time
best_alns_400iter,55,38.7,11.39606096923056,37.78483287635672,35.168933594563484,36.08410071820677,on_time
best_alns_400iter,56,46.1,10.253419248413843,44.71935781626586,36.67636128098115,38.05700346471529,on_time
best_alns_400iter,57,42.6,13.291461236080135,38.17168203490309,31.060803995841233,35.975585548392395,on_time
best_alns_400iter,58,38.8,9.114719657413044,34.61817571854248,53.96800409096262,58.28396962465823,scheduling_failure
best_alns_400iter,59,24.4,8.599350234261696,17.74166261067198,1.941012844933678,14.120526545396352,on_time
best_alns_400iter,60,26.0,11.436331825472248,23.35112416110597,16.022243681742626,18.671119520636655,on_time
best_alns_400iter,61,43.1,9.345743123026308,39.21206360871014,35.25422329936351,39.656043562413274,on_time
best_alns_400iter,62,35.7,15.62098129673095,30.174916904708446,70.64789205451935,78.15876314825546,scheduling_failure
best_alns_400iter,63,49.5,12.429522888765202,41.90954140197082,36.08830172470791,44.44538280155162,on_time
best_alns_400iter,64,31.8,12.318444701050073,27.287575451196776,92.29714757810729,96.80957212691051,scheduling_failure
best_alns_400iter,65,52.7,12.052523479265604,49.21281003856107,35.14373649448074,38.85414914824914,on_time
best_alns_400iter,66,29.6,10.178980269018604,28.161679649000696,27.70099714894546,29.139317499944767,on_time
best_alns_400iter,67,27.0,13.653958032619936,21.348364161207748,88.8613230202242,96.27002389543007,scheduling_failure
best_alns_400iter,68,28.8,13.846001258466154,22.851818412528846,69.25346849939456,75.28163989052113,scheduling_failure
best_alns_400iter,69,33.3,9.371281093480997,30.804126862989747,17.852805304831897,20.348678441842146,on_time
best_alns_400iter,70,44.1,13.331955409033299,39.22261454374489,85.45720899021885,91.54107837350888,scheduling_failure
best_alns_400iter,71,28.9,14.792470557619271,23.365852357999763,58.00335435767362,63.53888864789066,scheduling_failure
best_alns_400iter,72,42.6,13.366412566873528,35.486102976272605,64.60149666709113,72.7741897495111,scheduling_failure
best_alns_400iter,73,48.6,8.308958187390411,47.66871918809777,28.49375263087249,30.547820757009163,on_time
best_alns_400iter,74,30.8,16.72113228658485,23.600960283516546,76.78026871098695,88.2995986247621,scheduling_failure
best_alns_400iter,75,21.6,7.4443365812490345,16.433034656183814,58.66808729281997,67.70617272951515,scheduling_failure
best_alns_400iter,76,31.2,10.78696887514834,28.888194548746704,24.21573058266094,26.873763754381436,on_time
best_alns_400iter,77,45.1,11.04890945365296,40.893523511958676,28.088831453081905,38.167844682289655,on_time
best_alns_400iter,78,50.4,14.141899510838886,44.319998375568765,69.25671142770608,78.15742671189459,scheduling_failure
best_alns_400iter,79,37.6,15.39192578835741,32.02221115538946,16.70282460950307,23.54233857934975,on_time
best_alns_400iter,80,50.0,15.42178028705532,46.00109582911753,77.5510126989936,82.09905727419985,scheduling_failure
best_alns_400iter,81,33.1,11.543038254213846,29.911808051381698,25.949372001183796,29.365058404311927,on_time
best_alns_400iter,82,31.8,17.041425586494224,23.832434577273176,62.49578304845873,72.51765392879422,scheduling_failure
best_alns_400iter,83,45.9,14.94183202713103,40.189094253584244,35.32275494752273,43.55506737986775,on_time
best_alns_400iter,84,43.4,8.812964987195391,40.300577512973355,37.75678221919798,40.856204706224624,on_time
best_alns_400iter,85,29.9,16.179092668068098,23.989672148802406,73.36953044972641,84.00169324141736,scheduling_failure
best_alns_400iter,86,25.3,9.763308965467917,22.585953319724208,59.48525494453569,62.19930162481148,scheduling_failure
best_alns_400iter,87,28.2,13.703850251106813,21.87219539562803,10.913844271930891,21.17242083379596,on_time
best_alns_400iter,88,26.2,11.787542255632916,21.19007158573604,65.17938127259983,70.18930968686378,scheduling_failure
best_alns_400iter,89,50.6,14.268230147049705,45.29646053430376,43.95221966774779,49.945287665992595,on_time
best_alns_400iter,90,31.7,17.18264228736812,26.720721952276293,23.999926081200726,29.95570917280511,on_time
best_alns_400iter,91,28.2,12.847990633220085,24.350068142337843,49.7652221312303,53.61515398889246,scheduling_failure
best_alns_400iter,92,21.0,5.4808161556669415,20.607162899340807,6.066591757965453,6.459428858624646,on_time
best_alns_400iter,93,52.3,11.394749989313782,47.3844665461618,80.12593194793172,85.04146540176991,scheduling_failure
best_alns_400iter,94,50.0,9.097943263463637,46.12598080911335,9.86227122452541,13.74045533969598,on_time
best_alns_400iter,95,37.2,9.394017578622954,36.545858398687336,24.819692623871624,25.47431514948531,on_time
best_alns_400iter,96,44.4,16.750278067351566,36.6430596588094,67.1200269955243,75.46746377874322,scheduling_failure
best_alns_400iter,97,39.9,10.336816513523798,38.432954594355635,13.64904003123548,17.04865057562641,on_time
best_alns_400iter,98,55.5,16.78127768430205,46.97230365583579,79.02345465567123,87.94161947299884,scheduling_failure
best_alns_400iter,99,37.1,11.173427010526277,33.468366010719315,31.12602572728728,35.85740154894215,on_time
best_alns_400iter,100,52.1,10.559552965984494,48.38519810939806,28.119387031346932,33.35208646463769,on_time
best_alns_400iter,101,44.7,12.126057235905382,40.981361592607016,15.019936940746987,18.88659091507109,on_time
best_alns_400iter,102,47.4,13.67988028378703,42.25790790522854,71.3390378749119,81.95500275207802,scheduling_failure
best_alns_400iter,103,25.0,11.598921315181249,20.723376779182026,16.734353979162723,21.578096398974203,on_time
best_alns_400iter,104,28.5,11.97950748034207,20.772144340994732,102.71327985281415,110.44113551181943,scheduling_failure
best_alns_400iter,105,48.8,11.655090193597498,44.18048957754072,41.68925545921202,46.942963362610946,on_time
best_alns_400iter,106,47.6,9.611018595990478,44.42272731286799,31.267943355499806,34.44521604263181,on_time
best_alns_400iter,107,50.4,15.328385176071206,46.65896957483967,39.423880291016765,43.1649107161771,on_time
best_alns_400iter,108,33.6,17.702523422191,27.348639654216093,20.04442432330851,26.3971982186478,on_time
best_alns_400iter,109,46.5,15.997884103068555,40.83246194063763,78.03328345910951,83.70082151847188,scheduling_failure
best_alns_400iter,110,43.5,8.371468380036914,39.50639399929226,13.279667146354246,17.645329578841373,on_time
best_alns_400iter,111,49.9,11.583366391391072,47.62019060792409,84.42876631653593,86.70857570861183,scheduling_failure
best_alns_400iter,112,41.0,10.402745130699762,35.35768850449165,62.810823462665596,68.4692884999015,scheduling_failure
best_alns_400iter,113,34.3,11.830341217480507,29.615839667059703,58.86482735305224,63.555341984336174,scheduling_failure
best_alns_400iter,114,33.7,11.212178931579517,29.548352996760666,48.522253312721126,57.37432414190837,scheduling_failure
best_alns_400iter,115,48.3,10.399064645019001,46.73968980608515,26.10952287467334,27.66983306858818,on_time
best_alns_400iter,116,31.2,11.477848589124237,28.5163273736478,14.612872161582807,17.485428682967086,on_time
best_alns_400iter,117,46.0,14.980884616724602,40.926320642549214,39.71324806164997,45.06162987431435,on_time
best_alns_400iter,118,20.9,4.388102265299231,19.940769341195704,3.4863093477555096,4.445540006559805,on_time
best_alns_400iter,119,47.7,8.804865015163161,45.37597093152622,52.103036050746866,55.43618512733231,scheduling_failure
best_alns_400iter,120,25.5,12.29107627025043,21.12915099921602,39.93182619088415,45.96148664268813,scheduling_failure
best_alns_400iter,121,21.2,5.554938714135205,19.72071922714507,4.996907780665685,6.476188553520613,on_time
best_alns_400iter,122,40.6,7.8573561394650895,38.16851922371735,34.4178800234962,38.3940708923972,on_time
best_alns_400iter,123,52.9,14.694357104775767,45.67561570823771,56.82183424598704,67.6439141347877,scheduling_failure
best_alns_400iter,124,50.5,16.08542032430854,42.84346885751763,56.018870584480176,64.38850630580569,scheduling_failure
best_alns_400iter,125,36.9,6.318822771778489,34.32365940446579,4.288365176784844,6.864705772319047,on_time
best_alns_400iter,126,30.2,10.59675356716071,25.769062189948585,50.695105533611105,55.126043343662516,scheduling_failure
best_alns_400iter,127,28.9,13.70409216217903,25.66237398357651,22.083290602074687,25.324527252456825,on_time
best_alns_400iter,128,32.9,9.57506939563291,30.30194754802566,26.963575705492914,29.561628157467254,on_time
best_alns_400iter,129,20.9,5.316374258542644,19.41044790890054,3.8268221674431864,5.3850703451875,on_time
best_alns_400iter,130,39.1,12.102730983616059,36.86669430641758,19.440831503232943,26.59117440994781,on_time
best_alns_400iter,131,34.7,9.796906626361018,30.486324439590177,8.82233426004627,15.487754194151261,on_time
best_alns_400iter,132,36.4,7.2863949706724105,33.04389261343987,29.24999968814014,35.07166139365172,on_time
best_alns_400iter,133,30.8,15.75521115652836,24.65112677189482,84.02398514146118,91.20424244539385,scheduling_failure
best_alns_400iter,134,24.8,4.256801985915299,24.341069412709704,3.8237479187092456,4.282678505999543,on_time
best_alns_400iter,135,35.7,11.441973463453786,32.71142091651039,9.83280681869042,12.821981492971608,on_time
best_alns_400iter,136,55.0,17.059830028439446,46.91632494040391,89.18827915589787,97.27195421549396,scheduling_failure
best_alns_400iter,137,53.9,14.04226364635106,47.95090524574858,46.50709400299851,52.67348237729072,on_time
best_alns_400iter,138,28.0,10.430312023036322,25.34825936504685,52.061217838240054,54.71344293523232,scheduling_failure
best_alns_400iter,139,23.2,7.7347131075627615,21.188674044624932,16.828559378322375,18.839885333697442,on_time
best_alns_400iter,140,34.3,7.816696237933196,33.2321765531792,19.71533936052376,21.67488390288907,on_time
best_alns_400iter,141,21.0,7.121502530787958,19.346981810202177,6.960538737903743,11.791210866705224,on_time
best_alns_400iter,142,43.5,11.024750429785874,42.00185299638372,18.790830881654173,20.288977885270455,on_time
best_alns_400iter,143,34.2,11.735575772128307,31.53692371332664,27.338223199671805,31.23651638744707,on_time
best_alns_400iter,144,50.7,16.760201778298345,45.204086815788024,41.20304727069595,47.028632813008215,on_time
best_alns_400iter,145,46.1,16.83775921636076,38.04337938075342,81.56924301855948,91.45017792455212,scheduling_failure
best_alns_400iter,146,25.5,8.560955539990937,24.904440298521894,12.031402912653824,12.62696261413193,on_time
best_alns_400iter,147,35.1,12.329197692319534,30.589148885434394,73.90298269932818,78.41383381389379,scheduling_failure
best_alns_400iter,148,32.9,9.547648231251406,32.31331649855804,14.614065041274415,15.200748542716374,on_time
best_alns_400iter,149,27.5,8.55243488376118,24.79011867600748,13.471159231804434,16.181040555796955,on_time
best_alns_400iter,150,44.7,14.013278480796851,39.77518252515956,70.80705056857703,80.5967545150175,scheduling_failure
best_alns_400iter,151,31.0,14.820247409347248,24.841346547687635,54.86998223333004,62.183333092335104,scheduling_failure
best_alns_400iter,152,48.0,12.345655571295925,45.0528733390715,42.90530264264306,45.852429303571554,on_time
best_alns_400iter,153,20.7,7.660330634136773,17.249592974448476,4.503909152558354,7.954316178109877,on_time
best_alns_400iter,154,49.6,13.020592307871947,45.54406394479023,11.439815696542256,17.90124781937648,on_time
best_alns_400iter,155,47.4,11.449725545654674,43.89746123821909,56.16543177986518,60.027635314959845,scheduling_failure
best_alns_400iter,156,40.8,9.549231524169981,34.92962028275075,5.240974510075159,13.96725864370637,on_time
best_alns_400iter,157,29.6,12.18691092715172,25.82968056499515,22.53290843391817,26.303227868923024,on_time
best_alns_400iter,158,54.4,13.992525131403667,50.34406394479022,43.88654368853834,50.104847074082436,on_time
best_alns_400iter,159,21.4,8.867367027034852,18.64827775590595,47.54091921371225,52.56796247161745,scheduling_failure
best_alns_400iter,160,54.2,14.48701279341979,51.204282892585766,36.232341430030395,42.06578806012916,on_time
best_alns_400iter,161,35.4,10.67800164141602,31.72176907793306,80.7491143076791,84.42734522974602,scheduling_failure
best_alns_400iter,162,30.3,14.849993238872205,26.26821272362054,73.95280580339342,79.45092234405581,scheduling_failure
best_alns_400iter,163,56.4,18.344070300280965,49.6801381554472,47.056274907357455,55.95168618769679,on_time
best_alns_400iter,164,34.0,11.967251813114865,29.719236251367644,8.292546122078447,12.728014186918406,on_time
best_alns_400iter,165,40.3,12.215588103265409,35.528466612901305,83.30488962308543,88.07642301018413,scheduling_failure
best_alns_400iter,166,40.1,14.494581596123824,34.70364777984696,58.23000961277965,63.62636183293269,scheduling_failure
best_alns_400iter,167,34.6,7.692435925527956,32.35017147429816,27.16288614154012,30.101722705772886,on_time
best_alns_400iter,168,42.9,11.945682023943062,40.26413623687077,28.406535878703497,31.884474537503127,on_time
best_alns_400iter,169,25.5,9.038552398158043,22.84407255044797,6.382624948606011,9.330835396553686,on_time
best_alns_400iter,170,40.1,10.258553360648383,34.525277507875614,62.54044931650764,70.45352699135783,scheduling_failure
best_alns_400iter,171,26.9,8.737022502159897,25.296916551389206,7.181157553442943,8.784241002053736,on_time
best_alns_400iter,172,21.6,7.590899145926253,16.952287168089963,2.943186314016214,7.869447616197118,on_time
best_alns_400iter,173,34.5,10.472905841870437,32.54242528484043,15.54158991272033,17.499164627879907,on_time
best_alns_400iter,174,52.6,12.168234239369692,46.371223689922104,34.46471955520084,50.35975972563974,on_time
best_alns_400iter,175,20.3,7.5103522511215095,17.93471610557325,11.027324421260852,16.477834059593498,on_time
best_alns_400iter,176,32.4,13.701686402415563,25.76835122823149,56.323815623303055,64.49429958308323,scheduling_failure
best_alns_400iter,177,47.7,11.678006651948872,42.992336166904856,52.20628690969897,57.74854634454439,scheduling_failure
best_alns_400iter,178,30.3,11.000003222341912,25.974751131116527,56.844024508223924,61.1692733771074,scheduling_failure
best_alns_400iter,179,46.0,13.941776126437677,42.337274845752745,39.38407208054158,44.65838845732996,on_time
best_alns_400iter,180,24.7,10.134963453557718,18.897999493576098,48.85635931558073,56.29693516373856,scheduling_failure
best_alns_400iter,181,32.0,7.363718463393457,27.672625179221683,3.0363436426151407,8.00735111245106,on_time
best_alns_400iter,182,40.5,17.080677473303517,34.40308720096701,82.88084443507769,89.07528773827845,scheduling_failure
best_alns_400iter,183,36.2,7.668680587918329,35.06813821024336,22.56626928600603,24.04697798579846,on_time
best_alns_400iter,184,27.2,11.050610382981143,21.789425077900287,13.252860535089006,19.376924843491818,on_time
best_alns_400iter,185,36.5,11.70946425092306,34.058461323036,17.133360659673226,20.59439626423138,on_time
best_alns_400iter,186,28.1,8.37886879564192,23.17094780352698,3.449816599168894,10.404572539085164,on_time
best_alns_400iter,187,32.1,14.903518957108798,25.1084972208322,56.87171816046252,64.49557365755396,scheduling_failure
best_alns_400iter,188,37.8,8.516007443295928,32.752546174212505,50.53453668644074,55.58199051222823,scheduling_failure
best_alns_400iter,189,28.1,9.952379844413283,24.466394845370086,6.3187746897833685,12.591381307776611,on_time
best_alns_400iter,190,41.4,11.466182063594559,32.420324732974215,94.60348811679245,103.58316338381823,scheduling_failure
best_alns_400iter,191,36.9,12.364700366290018,33.07537220402066,21.569404435541987,25.453061441534583,on_time
best_alns_400iter,192,44.5,10.35960092870297,40.71187691023511,44.50599006088834,48.438891584076856,scheduling_failure
best_alns_400iter,193,28.8,8.144406339138785,26.715459608936467,61.6642910439721,63.74883143503563,scheduling_failure
best_alns_400iter,194,35.3,9.014443628942956,34.02681986572166,30.805265865361964,32.872281856404186,on_time
best_alns_400iter,195,29.1,16.134143746301934,23.452537989459884,12.981019981632718,21.177387356231243,on_time
best_alns_400iter,196,38.3,8.373198904091621,36.480896978599304,33.15734250018504,34.97644552158573,on_time
best_alns_400iter,197,47.6,13.713445476323278,41.90779176699401,41.289611242692274,47.006167467003074,on_time
best_alns_400iter,198,48.2,11.631290293422675,44.72257722791685,29.399768192290097,34.04190392759201,on_time
best_alns_400iter,199,36.8,13.986211841460378,32.62053816448004,21.69613450923054,27.50430210372168,on_time
best_alns_400iter,200,34.3,8.881289001616345,33.862131988994705,32.89396361734684,33.85553138726921,on_time
best_a2_240s_seed0,1,30.0,13.318547286285375,26.095128082592463,23.937906664301394,27.84277858170893,on_time
best_a2_240s_seed0,2,43.0,9.75268820791451,36.048590159871736,62.53588395697138,69.63651248663102,scheduling_failure
best_a2_240s_seed0,3,34.8,17.387742075672712,26.160005429814234,79.71140763884956,88.76028975602826,scheduling_failure
best_a2_240s_seed0,4,27.9,7.136344269809599,25.066296320500346,4.302640590309945,7.199938094681595,on_time
best_a2_240s_seed0,5,35.0,9.30227164927708,31.96333109728911,29.650369618117594,32.912792894935485,on_time
best_a2_240s_seed0,6,24.8,11.412726514666286,21.086078908142607,12.917702386154001,16.6330437560129,on_time
best_a2_240s_seed0,7,54.7,13.696366503235534,47.3241468373792,44.104615854019464,51.61510030329114,on_time
best_a2_240s_seed0,8,39.6,14.449690755151355,33.32679615987548,71.12103589366836,77.39423973379289,scheduling_failure
best_a2_240s_seed0,9,28.4,8.667963202909007,25.107265761493633,51.843110120796595,55.49061943220703,scheduling_failure
best_a2_240s_seed0,10,26.9,9.337886899251748,24.75624651315836,21.251554602198162,23.3953080890398,on_time
best_a2_240s_seed0,11,42.1,12.174549713317514,41.14871756475538,36.02862771486029,37.083535842849614,on_time
best_a2_240s_seed0,12,35.9,14.125500560795754,30.24572160240311,71.82826763736917,77.48254603496606,scheduling_failure
best_a2_240s_seed0,13,29.2,8.727464831679153,25.713447349785746,11.381449326316986,16.070424464365523,on_time
best_a2_240s_seed0,14,49.5,7.862077188049531,47.41143619550848,9.346175326527597,11.65092480440652,on_time
best_a2_240s_seed0,15,48.5,15.258934178592634,40.84225156386611,78.18717363568999,88.45881643518622,scheduling_failure
best_a2_240s_seed0,16,31.3,15.841065956487942,25.282689579940385,86.31607178171325,92.33338220177286,scheduling_failure
best_a2_240s_seed0,17,37.2,15.835975575364568,31.195392715424656,69.80465410830237,79.99835223690013,scheduling_failure
best_a2_240s_seed0,18,36.6,10.418371158195585,33.88688598574977,30.42037102530659,33.173007027395954,on_time
best_a2_240s_seed0,19,47.2,12.08851219222583,42.07397104577957,41.10466218821041,46.66189555978657,on_time
best_a2_240s_seed0,20,26.3,11.06884378884259,22.398227689819173,38.24178761558034,42.275757934533615,scheduling_failure
best_a2_240s_seed0,21,47.9,8.617456346713809,45.48796740598973,35.67108535771397,40.46432541446967,on_time
best_a2_240s_seed0,22,23.8,9.453872488467653,19.621202843040557,53.18313440754797,60.63239918679594,scheduling_failure
best_a2_240s_seed0,23,42.2,11.194316721676751,35.12096644665512,77.67837711191959,84.75741066526447,scheduling_failure
best_a2_240s_seed0,24,44.3,16.160245891124223,38.93337934227221,37.96356109501255,43.33018175274034,on_time
best_a2_240s_seed0,25,37.0,18.14365440186684,29.80377327953422,82.39351723022939,90.66243257103469,scheduling_failure
best_a2_240s_seed0,26,43.2,15.851370596616174,36.04182242656418,83.09000768496406,90.37564814228482,scheduling_failure
best_a2_240s_seed0,27,48.0,7.676189999026545,45.51983174605003,34.14006324289282,37.285086833493544,on_time
best_a2_240s_seed0,28,50.6,9.481600880295323,47.41012403971952,40.56676479732848,49.717927550564866,on_time
best_a2_240s_seed0,29,33.3,12.773451505110696,29.65696165336381,18.834743116608035,25.31467012296773,on_time
best_a2_240s_seed0,30,32.0,11.676977243274683,26.343614992062097,54.30177950667328,59.958164514611184,scheduling_failure
best_a2_240s_seed0,31,56.5,14.957438682092242,50.24561881953,45.399991135980855,51.65986098188026,on_time
best_a2_240s_seed0,32,46.1,12.272614695853004,40.83056800212329,35.13899322008874,40.452687290764935,on_time
best_a2_240s_seed0,33,24.1,9.420944408070884,21.899551112013285,12.613591794907357,15.006713353123246,on_time
best_a2_240s_seed0,34,43.6,13.918782226042024,38.10553589487846,64.59268252540247,70.10606625701212,scheduling_failure
best_a2_240s_seed0,35,39.9,8.57868076269861,37.81937212705419,28.56670869898545,30.682028955134577,on_time
best_a2_240s_seed0,36,25.6,9.47039040487065,23.071520243991817,19.386380676466125,25.58571360640136,on_time
best_a2_240s_seed0,37,31.5,11.735310016459826,24.02420366354209,64.06262052455118,71.83932276516272,scheduling_failure
best_a2_240s_seed0,38,31.4,12.109726873952011,29.023936235631357,20.58769938636701,22.96376315073565,on_time
best_a2_240s_seed0,39,37.1,14.899788256329003,30.4942598848323,19.43701028078849,29.386480631729967,on_time
best_a2_240s_seed0,40,47.6,12.209456878393645,43.15243165341657,30.6012468097077,35.19522924961818,on_time
best_a2_240s_seed0,41,43.9,13.702472947386859,36.548205056662084,79.73512544424409,87.086920387582,scheduling_failure
best_a2_240s_seed0,42,24.2,7.3784853218957185,19.05694763255117,2.468059121628408,7.611111489077235,on_time
best_a2_240s_seed0,43,45.5,12.148067081177345,41.77963562119097,37.54206350411894,41.26242788292797,on_time
best_a2_240s_seed0,44,46.9,9.392901380713575,42.199356492700595,36.36964994798039,44.38970203440141,on_time
best_a2_240s_seed0,45,32.9,12.976358447268998,28.250335203904545,49.7828708526704,54.43927979506006,scheduling_failure
best_a2_240s_seed0,46,41.4,10.503080775420955,40.08226719207329,26.725204296425296,28.04293710435201,on_time
best_a2_240s_seed0,47,28.4,10.54226728056467,26.709321124007165,21.70042421039723,24.781622948808295,on_time
best_a2_240s_seed0,48,30.9,13.62623319001967,24.77228518215078,13.717779542927099,20.60602442125291,on_time
best_a2_240s_seed0,49,29.0,16.538489032128084,24.451156706519562,62.74211768079934,67.29177310646718,scheduling_failure
best_a2_240s_seed0,50,51.2,13.621897150473695,47.02254729397075,55.74423907894782,59.92169178497707,scheduling_failure
best_a2_240s_seed0,51,26.8,9.700937663199486,22.433969511991215,5.376056736183587,11.34294072492129,on_time
best_a2_240s_seed0,52,28.0,13.042558736661379,24.95821283851048,10.218298569911603,13.613923546768564,on_time
best_a2_240s_seed0,53,54.1,15.813113973466871,48.8909267192288,47.490292416701514,53.231415544113965,on_time
best_a2_240s_seed0,54,32.9,12.12554226860832,30.260672551062285,12.563056767555176,18.81671689755998,on_time
best_a2_240s_seed0,55,38.7,11.39606096923056,37.78483287635672,24.26027500341574,25.17544212705903,on_time
best_a2_240s_seed0,56,46.1,10.253419248413843,44.71935781626586,38.3512941793328,39.731936363066936,on_time
best_a2_240s_seed0,57,42.6,13.291461236080135,38.17168203490309,64.14990788439866,68.58287110970166,scheduling_failure
best_a2_240s_seed0,58,38.8,9.114719657413044,34.61817571854248,4.9556804347444094,9.352282744856812,on_time
best_a2_240s_seed0,59,24.4,8.599350234261696,17.74166261067198,1.941012844933678,11.471093329635456,on_time
best_a2_240s_seed0,60,26.0,11.436331825472248,23.35112416110597,54.51486228251261,57.16373812140664,scheduling_failure
