construction_seconds,cross_uav_handoff_count,distance_km,global_evaluation_count,initial_routes_sha256,initial_score,iterations,iterations_per_second,late_count,relay_count,relay_direct_warmup_fraction,relay_search_runtime_seconds,relay_share,relay_task_count,relay_warmup_runtime_seconds,relay_warmup_score,runtime_seconds,same_uav_relay_count,seed,solution_sha256,staged_relay,total_lateness_min,total_relay_waiting_time,total_wall_seconds,valid,variant
1.9269602999993367,0,685.7143783156228,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",692,25.559750691218863,76,0,0.0,0.0,0.0,0,0.0,[],27.073816500007524,0,2026080500,922c8d8178aed8027fe84854b11e2bc1211a9595688fab29dcc0d3191994a632,False,2712.620796335344,0.0,29.00077680000686,True,direct
2.028957000002265,9,697.9862016145157,2803,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",546,20.239223394740804,81,4,0.8,5.397831300011603,0.045,9,21.579488400006085,"[82, 2735.296336921312, 692.6374679357795]",26.977319700017688,0,2026080500,4120f0a6d32c689dc512592403d6a44761935703d0a9f6cabd98a7110b15141e,True,2708.6746303899727,0,29.006276700019953,True,relay
2.1616007999982685,9,692.3140969978252,2790,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",557,20.74932727290619,80,4,0.8,5.370912300000782,0.05,10,21.47333150000486,"[80, 2817.3003684829177, 689.5591068746937]",26.844243800005643,1,2026080501,8ee0a0a2934cddea2987e9ac8bf5600c541785ff87ebacaf933348ee2e75f491,True,2774.7219058552573,2.2116924460650935,29.00584460000391,True,relay
2.289202399988426,0,680.7704070397019,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",707,26.467617009105282,77,0,0.0,0.0,0.0,0,0.0,[],26.711887199999182,0,2026080501,5494774f6d2430159bb0ac37e2c7b52c995fd50e8d26c1c2f56b74218b4de779,False,2692.8687749140245,0.0,29.00108959998761,True,direct
2.2786813999991864,0,690.0022643128663,0,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",722,27.01900153195068,77,0,0.0,0.0,0.0,0,0.0,[],26.72193490000791,0,2026080502,edb1e67f6441d43778b48fc1d0180b43e9c66eb6028598266494f72d79b67c2e,False,2647.6987974511135,0.0,29.000616300007096,True,direct
1.9347371000039857,9,686.7542586132861,3340,0aa05645d9ca61227c51c1d69993de896ecca045136165dec06a4bd1636288b6,"[108, 4464.183540734935, 775.7731679286859]",586,21.64644348914533,80,4,0.8,5.416516800003592,0.05,10,21.654904900002293,"[80, 2855.92111995644, 684.3557839808586]",27.071421700005885,1,2026080502,e30ab89aedbd878d817a5b139d61bcd13ea39be609a003b65b301d6db495bc16,True,2822.685952653903,0.0014526965261723035,29.00615880000987,True,relay
